Date,Open,High,Low,Close,Volume,Ticker
2021-05-19,120.16105765432343,121.87819629608094,119.86835967667767,121.65380096435547,92612000,AAPL
2021-05-20,122.18063773268084,124.61000384937135,122.05379848438088,124.2099838256836,76857100,AAPL
2021-05-21,124.70758107227505,124.8831983677244,122.16113401006866,122.37577819824219,79295400,AAPL
2021-05-24,122.94163409095792,124.82463851355793,122.87333890230889,124.00508880615234,63092900,AAPL
2021-05-25,124.70758616767343,125.19541862484827,123.24411112700588,123.80998992919922,72009500,AAPL
2021-05-26,123.86850677372105,124.28803651614747,123.34165494995638,123.76118469238281,56575900,AAPL
2021-05-27,123.36118872845968,124.5319657543007,122.03430412924318,122.22943115234375,94625600,AAPL
2021-05-28,122.51237540484098,122.73677818956268,121.51721563777299,121.57575225830078,71311100,AAPL
2021-06-01,122.03429182182089,122.29771402080185,120.92205152635813,121.25376892089844,67637100,AAPL
2021-06-02,121.253779962891,122.19040306312083,121.02938463288338,122.01478576660156,59278900,AAPL
2021-06-03,121.6440550967321,121.8099138277147,120.1317944601695,120.53181457519531,76229200,AAPL
2021-06-04,121.04889463757115,123.08800699874061,120.83425044759345,122.82457733154297,75169300,AAPL
2021-06-07,123.09776519522116,123.2441141916509,121.79039769931899,122.83434295654297,71057600,AAPL
2021-06-08,123.51728685562117,125.33200387040455,123.13678395621102,123.65387725830078,74403800,AAPL
2021-06-09,124.1124318358548,124.63928371308171,123.43923097435068,124.03437805175781,56877900,AAPL
2021-06-10,123.92704498219538,125.0685610035486,122.87334876469549,123.0392074584961,71186400,AAPL
2021-06-11,123.4489755912786,124.33682053678962,123.02944585374593,124.24900817871094,53522400,AAPL
2021-06-14,124.70757053406396,127.36133202248661,123.97583310546236,127.30279541015625,96906500,AAPL
2021-06-15,126.775974370004,127.41990699875254,126.23936384604688,126.4832763671875,62746300,AAPL
2021-06-16,127.19547914078684,127.70282128290683,125.33199905171192,126.9808349609375,91815000,AAPL
2021-06-17,126.63935317228925,129.32239025268845,126.49299676283543,128.5808868408203,96721700,AAPL
2021-06-18,127.52723008894328,128.30773825283313,127.06867335467656,127.28331756591797,108953300,AAPL
2021-06-21,127.1271913132279,129.18581330080102,126.063736441913,129.0784912109375,79663300,AAPL
2021-06-22,128.91263161271146,130.8151460223462,128.4150406144124,130.7175750732422,74783600,AAPL
2021-06-23,130.51268434910727,131.04929474301073,129.98582509428016,130.4443817138672,60214200,AAPL
2021-06-24,131.17613794325877,131.36151382298493,129.69314579268672,130.16146850585938,68711000,AAPL
2021-06-25,130.21025787505408,130.6297802366699,129.5760764313894,129.8687744140625,70783700,AAPL
2021-06-28,130.1614721527149,131.9566646084623,130.1029355337376,131.49810791015625,62111300,AAPL
2021-06-29,131.51761747124857,133.16646828417475,131.07857796707717,133.01036071777344,64556100,AAPL
2021-06-30,132.85424351014055,134.06405473109936,132.5615455661884,133.62501525878906,63261400,AAPL
2021-07-01,133.27382165358517,133.98604212249344,132.45426418125246,133.92750549316406,52485800,AAPL
2021-07-02,134.54212006442484,136.5909908825578,134.39577852908815,136.55197143554688,78852600,AAPL
2021-07-06,136.65929888430668,139.66428770082487,136.65929888430668,138.5618133544922,108181800,AAPL
2021-07-07,140.04478004189397,141.36191336128311,139.1862182535438,141.04971313476562,104911600,AAPL
2021-07-08,138.13252320539087,140.55213093920304,137.24467816832617,139.75210571289062,105575500,AAPL
2021-07-09,139.27404907544525,142.10342835570765,139.17647811244083,141.5765838623047,99890800,AAPL
2021-07-12,142.64981360326175,142.75713571421414,140.49362024221452,140.9814453125,76299700,AAPL
2021-07-13,140.52281615836105,143.8693021577807,140.13256225808664,142.09361267089844,100827100,AAPL
2021-07-14,144.49378305932458,145.92798987044893,144.08399692422722,145.51820373535156,127050800,AAPL
2021-07-15,145.606036124653,146.3475248913628,143.50837933553277,144.86453247070312,106820300,AAPL
2021-07-16,144.84501166670194,146.11334481046933,142.32783277394142,142.82540893554688,93251400,AAPL
2021-07-19,140.2496710710599,140.56188618036083,138.22031752231123,138.9813232421875,121434600,AAPL
2021-07-20,139.96677643113202,143.51814236544809,139.47895135835654,142.5912628173828,96350000,AAPL
2021-07-21,141.9863363279922,142.57173225410514,141.10825732605966,141.8594970703125,74993500,AAPL
2021-07-22,142.38635852395822,144.59132208932277,142.25951926436974,143.2254180908203,77338200,AAPL
2021-07-23,143.95719505824337,145.0987040459834,143.34253064667524,144.94259643554688,71447400,AAPL
2021-07-26,144.6596219111436,146.18163344756866,144.10349429509156,145.36209106445312,72434100,AAPL
2021-07-27,145.48890475095865,145.57672455410125,142.00584243486344,143.19613647460938,104818600,AAPL
2021-07-28,141.28386358886817,143.39127100475073,139.06913408549428,141.44972229003906,118931200,AAPL
2021-07-29,141.16674849232268,142.98145741433956,141.05942643666242,142.09361267089844,56699500,AAPL
2021-07-30,140.86436116386733,142.7668758133756,140.60093147786202,142.30831909179688,70440600,AAPL
2021-08-02,142.7961507964113,143.3717807887823,141.7131785780533,141.9766082763672,62880000,AAPL
2021-08-03,142.2595139229218,144.43520909857267,141.64484970305608,143.7717742919922,64786600,AAPL
2021-08-04,143.68398028393023,144.19130756729243,142.71808142038705,143.37176513671875,56368300,AAPL
2021-08-05,143.40102641721816,144.24008597517638,142.61075233452527,143.4790802001953,46397700,AAPL
2021-08-06,143.0002897194494,143.74288917370467,142.296768169296,142.7950897216797,54126800,AAPL
2021-08-09,142.85377503335977,143.34233104572388,142.18934601312677,142.7462921142578,48908700,AAPL
2021-08-10,143.0882569205625,144.32919310328901,141.9743500451473,142.26748657226562,69023100,AAPL
2021-08-11,142.7071837820295,143.36184690994065,142.19908146277635,142.5215301513672,48493500,AAPL
2021-08-12,142.84394884807298,145.63848865290169,142.5019538202862,145.48214721679688,72282600,AAPL
2021-08-13,145.56034862237908,146.01959236929383,144.87637333214747,145.6873779296875,59375000,AAPL
2021-08-16,145.1401825389347,147.72953779617734,143.117568833467,147.6611328125,103296000,AAPL
2021-08-17,146.79145827137637,148.20826698185215,145.67755174409092,146.75238037109375,92229700,AAPL
2021-08-18,146.37135309386304,147.27029417589944,142.80488601790597,143.0100860595703,86326000,AAPL
2021-08-19,141.71055564175415,144.61257954567083,141.19268746182053,143.3423309326172,86960300,AAPL
2021-08-20,144.06536865206095,145.10110479232438,143.4204712746936,144.79820251464844,60549600,AAPL
2021-08-23,144.91543614181833,146.75241093803115,144.50505101044897,146.2834014892578,60131800,AAPL
2021-08-24,146.02932738546966,147.40705833624506,145.73619092005404,146.1954345703125,48606400,AAPL
2021-08-25,146.3811188443998,146.8794554129226,144.41712946066949,144.9643096923828,58991300,AAPL
2021-08-26,144.95452843061085,145.70689371393732,144.13374326132688,144.16305541992188,48597200,AAPL
2021-08-27,144.1044163600025,145.3453522818871,143.4692997760321,145.19879150390625,55802400,AAPL
2021-08-30,145.58966053577964,149.97689795560206,145.20858752404757,149.6153564453125,90956700,AAPL
2021-08-31,149.16587817080352,149.3026732146875,147.8272249811444,148.35487365722656,86453100,AAPL
2021-09-01,149.33200056452,151.43278500420377,148.85321040744938,149.01931762695312,80313700,AAPL
2021-09-02,150.34817499884036,151.17872592141705,148.91181958328025,150.13320922851562,71115500,AAPL
2021-09-03,150.24072279818162,151.09082030337387,149.5860596037749,150.76837158203125,57808700,AAPL
2021-09-07,151.42303452779782,153.66061425099002,150.85630782844845,153.10366821289062,82278300,AAPL
2021-09-08,153.3869624506755,153.4455867564318,150.45562788655243,151.5597686767578,74420200,AAPL
2021-09-09,151.9310910707807,152.5368955037672,150.42633082753412,150.54359436035156,57305700,AAPL
2021-09-10,151.45231569560596,151.9213251437336,145.2965089144569,145.56033325195312,140893200,AAPL
2021-09-13,147.18234237769772,147.95425407222461,145.34536758274155,146.12705993652344,102404300,AAPL
2021-09-14,146.9087519585389,147.61227358439965,143.5474852815467,144.7297821044922,109296300,AAPL
2021-09-15,145.15971382126716,146.0195769004921,143.01983678244974,145.61895751953125,83281300,AAPL
2021-09-16,145.0424954824605,145.5603636061977,143.85041774982722,145.3844757080078,68034100,AAPL
2021-09-17,145.41377207009813,145.41377207009813,142.42379770872697,142.71693420410156,129868800,AAPL
2021-09-20,140.50868223734292,141.52487196661303,138.0365905336095,139.66836547851562,123478900,AAPL
2021-09-21,140.6356810985669,141.29035906389458,139.51200859720305,140.14712524414062,75834000,AAPL
2021-09-22,141.14379903633161,143.07847626004042,140.41096517330857,142.5117645263672,76404300,AAPL
2021-09-23,143.29344195401745,143.71360778815728,142.30656438659437,143.46932983398438,64838200,AAPL
2021-09-24,142.326080458617,144.09465008430436,142.22836333396052,143.55723571777344,53477900,AAPL
2021-09-27,142.14045701354505,142.6192471706429,140.52822848156046,142.04273986816406,74150700,AAPL
2021-09-28,139.97125238193445,141.43691994614318,138.44696050068399,138.66192626953125,108972300,AAPL
2021-09-29,139.2091217179658,141.14379894035906,138.77919013309102,139.56088256835938,74602000,AAPL
2021-09-30,140.37188712321222,141.07540882378817,138.04635622911155,138.26132202148438,89056700,AAPL
2021-10-01,138.65214546670163,139.64880358400276,135.9260103602956,139.38497924804688,94639600,AAPL
2021-10-04,138.5153657120816,138.9550779570537,135.10525501528176,135.95533752441406,98322000,AAPL
2021-10-05,136.29731756814027,138.9843747661612,136.17028827499877,137.88023376464844,80861100,AAPL
2021-10-06,136.27778622694314,138.8964387383312,135.20295726507902,138.7498779296875,83221100,AAPL
2021-10-07,139.7855986818326,140.9190518423827,139.45338427911526,140.0103302001953,61732700,AAPL
2021-10-08,140.73341358342566,140.87997439192273,139.2970580219821,139.6292724609375,58773200,AAPL
2021-10-11,139.0137022391212,141.49555969160025,138.56422424355534,139.5413360595703,64452200,AAPL
2021-10-12,139.95170571768443,139.97125212650982,137.81182869231796,138.2710723876953,73035900,AAPL
2021-10-13,138.00724781162134,138.16357433643927,136.01393179740973,137.68479919433594,78762700,AAPL
2021-10-14,138.8573456179309,140.58683751822448,138.27107262847971,140.46957397460938,69907100,AAPL
2021-10-15,140.4793699361988,141.58349614959462,140.22531132197605,141.52487182617188,67940300,AAPL
2021-10-18,140.16665727790686,143.4790650348245,139.883301471598,143.19570922851562,85589200,AAPL
2021-10-19,143.64520263819782,145.75576773810008,143.19573955238386,145.3551483154297,76378900,AAPL
2021-10-20,145.29650879090318,146.32247907181252,144.7297822080243,145.84368896484375,58418800,AAPL
2021-10-21,145.40400691653662,146.21501151275598,144.48551942420278,146.0586700439453,61421000,AAPL
2021-10-22,146.26387023963363,146.74264548774926,145.23789985010384,145.28675842285156,58883400,AAPL
2021-10-25,145.27697769272697,145.95118723150932,144.24124155296286,145.23789978027344,50720600,AAPL
2021-10-26,145.91210950073977,147.38754297777294,145.5994265625498,145.90234375,60893400,AAPL
2021-10-27,145.94139101285785,146.30291753836434,145.09130868119013,145.4430694580078,56094900,AAPL
2021-10-28,146.3908846714247,149.66419997930225,146.29316753585874,149.07794189453125,100077900,AAPL
2021-10-29,143.85037288076313,146.5081176612954,143.05891485963772,146.37132263183594,124953200,AAPL
2021-11-01,145.57987978563986,146.2736207539483,144.4171144592604,145.55056762695312,74588300,AAPL
2021-11-02,145.25741606122364,148.10081443519022,145.2476354029817,146.58628845214844,69122000,AAPL
2021-11-03,146.94783044977856,148.49166875101167,146.39088452432864,148.0226593017578,54511500,AAPL
2021-11-04,148.11061107430388,148.94114717338857,147.19212358039826,147.5048065185547,60394600,AAPL
2021-11-05,148.6301118041856,148.9334561453401,146.83938576662882,148.033203125,65463900,AAPL
2021-11-08,148.1603949099799,148.31696452355757,146.93722280009231,147.21121215820312,55020900,AAPL
2021-11-09,146.97639448653322,148.17999196283563,146.83939977322487,147.57330322265625,56787900,AAPL
2021-11-10,146.8002045627489,146.90784428839714,144.67677991250417,144.74526977539062,65187100,AAPL
2021-11-11,145.76299817171153,146.22289720379737,144.51045604306032,144.69638061523438,41000000,AAPL
2021-11-12,145.24435777936998,147.1720784304826,144.31474986015922,146.77088928222656,63804000,AAPL
2021-11-15,147.14273967083543,148.620341460146,146.22291165316477,146.7806854248047,59222800,AAPL
2021-11-16,146.72193826652372,148.23867461686362,146.1348097014568,147.75918579101562,59256200,AAPL
2021-11-17,147.75919078814144,151.67334153749616,147.7494107865361,150.1957550048828,88807000,AAPL
2021-11-18,150.41104477831504,155.26458367795593,149.76520627698585,154.48175048828125,137827700,AAPL
2021-11-19,154.26646446197273,157.56414670764048,153.17050700157068,157.10423278808594,117305600,AAPL
2021-11-22,158.20998681834752,162.14371301680876,157.54458827093626,157.5641632080078,117467900,AAPL
2021-11-23,157.66200120676388,158.3274146566765,155.64621578340464,157.94578552246094,96041900,AAPL
2021-11-24,157.29995411244806,158.66012108108276,156.2137765381209,158.46441650390625,69463600,AAPL
2021-11-26,156.14527755829806,157.00638063396804,153.00416477836077,153.4445037841797,76959800,AAPL
2021-11-29,155.94955010034442,157.7304958999759,155.38199643665857,156.80088806152344,88748200,AAPL
2021-11-30,156.5562854284138,161.9675988704111,156.4877806077615,161.7523193359375,174048100,AAPL
2021-12-01,163.88548659020162,166.64497001692308,160.99880341826756,161.23365783691406,152052500,AAPL
2021-12-02,155.33309702351337,160.6759050938818,154.4132690949476,160.24534606933594,136739200,AAPL
2021-12-03,160.49978216462458,161.41961013164072,156.29206642790317,158.36656188964844,118023100,AAPL
2021-12-06,160.76397340255957,164.27693555746282,160.7541933995356,161.77188110351562,107497000,AAPL
2021-12-07,165.4511829707639,167.89752761795768,164.72705957992557,167.506103515625,120405400,AAPL
2021-12-08,168.43568937410808,172.18349034092375,167.03637277945757,171.32237243652344,116998900,AAPL
2021-12-09,171.15604705270513,172.95655298827864,170.18728927314578,170.8135528564453,108923700,AAPL
2021-12-10,171.4496414446743,175.7747774084515,170.94079752796398,175.5986328125,115402700,AAPL
2021-12-13,177.23275419312068,178.22108688608395,171.76273170193855,171.96823120117188,153237000,AAPL
2021-12-14,171.48873864529648,173.92530298904865,168.51399049049428,170.58848571777344,139380400,AAPL
2021-12-15,171.3517820953112,175.6475631254731,168.6118728318842,175.4518585205078,131063300,AAPL
2021-12-16,175.43225135839342,177.2523322197485,167.08532532021002,168.5629119873047,150185800,AAPL
2021-12-17,166.28294252078598,169.74697513874438,166.0481029746897,167.46697998046875,195432700,AAPL
2021-12-20,164.66832933666538,166.91896912005944,163.86593615587674,166.10678100585938,107499100,AAPL
2021-12-21,167.8779505711604,169.48275204230814,165.49031583648394,169.2772674560547,91185900,AAPL
2021-12-22,169.32617236411534,172.08565609490324,168.45527432954148,171.87037658691406,92135300,AAPL
2021-12-23,172.07587897729215,173.05441678226669,171.50832525865067,172.49664306640625,68356600,AAPL
2021-12-27,173.2892490658333,176.54778161213417,173.26968906108772,176.459716796875,74919600,AAPL
2021-12-28,176.29338521436063,177.43827272382592,174.69836371754772,175.44204711914062,79144300,AAPL
2021-12-29,175.48117571727812,176.7532777728696,174.316713410959,175.5301055908203,62348900,AAPL
2021-12-30,175.61820512711046,176.69460283265636,174.2678179931173,174.37545776367188,59773000,AAPL
2021-12-31,174.2677857929612,175.38331824017646,173.45559766181222,173.7589569091797,64062300,AAPL
2022-01-03,174.0133424530975,178.9549602981537,173.89592271961695,178.10362243652344,104487900,AAPL
2022-01-04,178.7103390737201,179.01368336177322,175.2756623032222,175.8432159423828,99310400,AAPL
2022-01-05,175.7551459173302,176.30312460609773,170.89181265756935,171.16580200195312,94537600,AAPL
2022-01-06,168.99347567343597,171.53767993498516,167.95622799076347,168.30850219726562,96904000,AAPL
2022-01-07,169.17943258086993,170.4026050689991,167.3593513212815,168.47488403320312,86709100,AAPL
2022-01-10,165.45116232460057,168.79775959259328,164.5606894006289,168.49441528320312,106765600,AAPL
2022-01-11,168.62161391540354,171.42021724210562,167.15380744997546,171.32237243652344,76138300,AAPL
2022-01-12,172.3400901249927,173.3773379097134,171.06800280036754,171.76275634765625,74805200,AAPL
2022-01-13,172.0073621746904,172.82933029006384,168.10299122971512,168.49441528320312,84505800,AAPL
2022-01-14,167.66264878484014,170.0502832024392,167.4180143556812,169.35552978515625,80440800,AAPL
2022-01-18,167.82902257608225,168.83691537487223,165.77410203397278,166.15573120117188,90956700,AAPL
2022-01-19,166.3514456378891,167.40826837840387,162.37858408989868,162.662353515625,94815000,AAPL
2022-01-20,163.3962221186515,166.0382709410417,160.6563135530504,160.97923278808594,91420500,AAPL
2022-01-21,160.8911718694381,162.76018251834915,158.81667665863466,158.92431640625,122848900,AAPL
2022-01-24,156.58559388643394,158.81665846201457,151.37976658921312,158.1512451171875,162294600,AAPL
2022-01-25,155.56796617871674,159.26683860327665,153.650040071103,156.35079956054688,115798400,AAPL
2022-01-26,159.99095298775666,160.8618511560036,154.43286466260852,156.26272583007812,108275300,AAPL
2022-01-27,158.96346843901696,160.32363543352318,154.88296745549835,155.80279541015625,121954600,AAPL
2022-01-28,162.15349217595866,166.69390660020625,159.30594382680772,166.67433166503906,179935700,AAPL
2022-01-31,166.5080140130585,171.24413390438698,165.8719554140601,171.0288543701172,115541600,AAPL
2022-02-01,170.27537434014533,171.08756258764447,168.61186289898112,170.8625030517578,86213900,AAPL
2022-02-02,170.9994831805343,172.105235689561,169.6099612749151,172.0660858154297,84914300,AAPL
2022-02-03,170.7352545735362,172.45749049022623,168.42590499267487,169.1891632080078,89418100,AAPL
2022-02-04,168.20940619823992,170.580497991328,167.22962163757825,168.90505981445312,82465400,AAPL
2022-02-07,169.36558853604996,170.43355030058285,167.49419611908272,168.18984985351562,77251200,AAPL
2022-02-08,168.25837758980256,171.80520742660315,167.96443926792173,171.29571533203125,74829200,AAPL
2022-02-09,172.49106914991745,173.07893089654075,171.36430797248656,172.71641540527344,71285000,AAPL
2022-02-10,170.61968723864308,171.93259499604034,168.08204874852603,168.64051818847656,90865900,AAPL
2022-02-11,168.84625725787345,169.58109560057568,164.64297356543503,165.23085021972656,98670700,AAPL
2022-02-14,163.98656469090872,166.15189551198674,163.19294145546075,165.46604919433594,86185500,AAPL
2022-02-15,167.5137664381475,169.45373566949445,166.80832036305304,169.29696655273438,62527400,AAPL
2022-02-16,168.37593682151453,169.83580585065312,166.61232210311445,169.06178283691406,61177400,AAPL
2022-02-17,167.5725803736195,168.43479571599676,165.06433386888028,165.46604919433594,69589300,AAPL
2022-02-18,166.38704564955626,167.09247688230448,162.8304223890737,163.91798400878906,82772700,AAPL
2022-02-22,161.6448612037598,163.3202994694817,158.87206895600934,160.9982147216797,91162800,AAPL
2022-02-23,162.19351371308113,162.79118283457873,156.5205682404435,156.8341064453125,90009200,AAPL
2022-02-24,149.4955488212337,159.5579417081335,148.92727191069304,159.45016479492188,141147500,AAPL
2022-02-25,160.5278794584224,161.78200234869726,157.61791846840168,161.51747131347656,91974200,AAPL
2022-02-28,159.76367431641097,162.07596656799925,159.1464052349538,161.7820281982422,95056600,AAPL
2022-03-01,161.37049453342058,163.23209394256236,158.69568719407653,159.90081787109375,83474400,AAPL
2022-03-02,161.0667710705488,163.97673219026618,159.65587901852524,163.19290161132812,79724800,AAPL
2022-03-03,165.06430592514928,165.49541352335572,162.203336805619,162.8695831298828,76678400,AAPL
2022-03-04,161.16476749621853,162.20333673673338,158.82308299816066,159.87144470214844,83737200,AAPL
2022-03-07,160.05760426701897,161.6840502038395,155.82492784594277,156.07968139648438,96418800,AAPL
2022-03-08,155.60938587479396,159.58730866544224,152.65043241487155,154.2572784423828,131148300,AAPL
2022-03-09,158.21558423430952,160.1065759424101,156.187438255504,159.65586853027344,91454900,AAPL
2022-03-10,156.96152201092795,157.14768351502929,152.8268289578217,155.31549072265625,105342000,AAPL
2022-03-11,155.71715834467904,156.06008893270172,151.37671976951566,151.60206604003906,96970100,AAPL
2022-03-14,148.38835719355112,151.0043799732345,147.06565710961667,147.57513427734375,108732100,AAPL
2022-03-15,147.8494883910694,152.4250955746164,147.34001116939965,151.9547882080078,92964300,AAPL
2022-03-16,153.8751690879972,156.76553056777536,151.3375306500096,156.3638153076172,102300200,AAPL
2022-03-17,155.40363939181822,157.74532403885397,154.4434546489776,157.3730010986328,75615400,AAPL
2022-03-18,157.2652308625226,161.15497717032517,156.53039236533564,160.6650848388672,123511700,AAPL
2022-03-21,160.20458149296203,162.98718123956166,159.71468917177347,162.0367889404297,95811400,AAPL
2022-03-22,162.164127307338,165.9950882926474,161.5762655771906,165.4072265625,81532000,AAPL
2022-03-23,164.59402668830268,169.1500192740017,164.2608885491977,166.76914978027344,98062700,AAPL
2022-03-24,167.60192566241446,170.61966356312797,166.76911784992285,170.55108642578125,90131400,AAPL
2022-03-25,170.3649271443604,171.73661941189775,169.2577659174967,171.1879425048828,80546200,AAPL
2022-03-28,168.68948719730128,172.17751745210523,168.52292563460833,172.05015563964844,90371900,AAPL
2022-03-29,173.11813946075333,175.39123190730578,172.77520887835874,175.34225463867188,100589400,AAPL
2022-03-30,174.9405154603071,175.97908457885987,173.12790825883917,174.17628479003906,92633200,AAPL
2022-03-31,174.24490046314256,174.43106194071976,170.87443883843048,171.0802001953125,103049300,AAPL
2022-04-01,170.5119011506989,171.34472398421482,168.46415506398156,170.78623962402344,78751300,AAPL
2022-04-04,171.04097225778014,174.88172536504146,170.91359549990895,174.83273315429688,76468400,AAPL
2022-04-05,173.9117489626708,174.6955795536943,170.8940109049415,171.5210723876953,73401800,AAPL
2022-04-06,168.87566890286308,170.11999949152553,166.69075350018778,168.35638427734375,89058800,AAPL
2022-04-07,167.69989546465595,169.85541807711806,166.41638033883945,168.6600799560547,77594700,AAPL
2022-04-08,168.30737316185164,168.30737316185164,165.77952746373003,166.6515350341797,76575500,AAPL
2022-04-11,165.29946088886413,165.61298417615765,162.1543458504195,162.3992919921875,72246700,AAPL
2022-04-12,164.62336810010157,166.43596014907794,163.27126093413113,164.27064514160156,79265200,AAPL
2022-04-13,164.00613046155772,167.58233798502656,163.39866884231074,166.9552764892578,70618900,AAPL
2022-04-14,167.17081545269417,167.80768430539896,161.70361651341247,161.9485626220703,75329400,AAPL
2022-04-18,160.60627109784113,163.23210129361956,160.2633554980497,161.7330322265625,69023900,AAPL
2022-04-19,161.68406811950865,164.42746814637917,160.59650655333354,164.0159454345703,67723800,AAPL
2022-04-20,165.34843439183405,165.4660187034269,162.74221886501599,163.849365234375,67929800,AAPL
2022-04-21,165.49540922825548,168.06243992326603,162.55605562621574,163.0557403564453,87227800,AAPL
2022-04-22,163.0949398073809,164.47642463552896,158.23520194954875,158.5193328857422,84882400,AAPL
2022-04-25,157.862880430984,159.87144172970685,155.2566649146805,159.58731079101562,96046400,AAPL
2022-04-26,158.97000966811646,159.05818667091813,153.55180344679445,153.63018798828125,95623200,AAPL
2022-04-27,152.7582001127346,156.55975368530983,152.2389155403168,153.4048614501953,88063200,AAPL
2022-04-28,156.030686213781,161.19415486672693,155.717147988404,160.33193969726562,130216800,AAPL
2022-04-29,158.56829627206238,162.84015665375182,154.07108967503086,154.46299743652344,131747600,AAPL
2022-05-02,153.5420538968097,155.0313157503038,150.17159242252777,154.76678466796875,123055300,AAPL
2022-05-03,154.95292717961667,157.46118829235783,153.15993453329665,156.25604248046875,88966500,AAPL
2022-05-04,156.4421811299961,163.11451083359574,156.040465917951,162.663818359375,108256500,AAPL
2022-05-05,160.5377384717739,160.76308477987206,151.81764516116996,153.60086059570312,130525300,AAPL
2022-05-06,153.08074566682737,156.44635165846242,151.28510401095104,154.326904296875,116124600,AAPL
2022-05-09,152.0210648420898,152.90417564451926,148.64566602154656,149.2049560546875,131577900,AAPL
2022-05-10,152.59999379126018,153.79708852885074,150.05861170075954,151.60894775390625,115366700,AAPL
2022-05-11,150.6179132038416,152.53129738037643,143.07229678522884,143.7493438720703,142689800,AAPL
2022-05-12,140.08936442340104,143.45495579096956,136.19390367446763,139.88330078125,182602000,AAPL
2022-05-13,141.87518108716213,145.3192870677171,140.42297369266063,144.34786987304688,113990900,AAPL
2022-05-16,142.81717961196202,144.75019240669823,141.47289233038416,142.80735778808594,86643800,AAPL
2022-05-17,146.06499632256597,146.95791370140876,143.92592034755194,146.4378662109375,78336300,AAPL
2022-05-18,144.09275951105042,144.59317839270622,137.27324030149254,138.1759796142578,109742900,AAPL
2022-05-19,137.25359806859987,139.0001753383168,134.0351850116639,134.77110290527344,136095600,AAPL
